Arquivo;Reuniao;Data (AAAA/MM);Tema_Classificado;Ocorrencias;Relevancia_(%);Palavras_Chave_Ativadas;Trecho_Prova_(Auditoria)
08_2014_Pleno_ordin_ata.pdf;8ª Reunião Ordinária;2014;Transporte Escolar e Fretamento;8;12.3;fretamento;RELATÓRIO 8ª Reunião do Conselho Municipal de Transporte e Trânsito – CMTT 30/07/2014 - Auditório da Biblioteca Mário de Andrade Pauta: 8h30 - Recepção dos conselheiros e convidados 8h45 - Abertura (com 50% mais um dos conselheiros) 9h00 - Abertura (com qualquer número de conselheiros presentes) 9h05 - Palavra Livre 9h35 - Contribuição para o Plano de Mobilidade Urbana preparada pelo Sindicato das Empresas de Transporte de Passageiros por Fretamento e para Turismo de São Paulo. [...] Jilmar Tatto - Secretário Municipal de Transporte e Presidente do CMTT, Josias Lech - Secretário Executivo do CMTT, Karina Solha - Professora Curso de Turismo da USP, Eduardo Alcântara Vasconcellos - Engenheiro Civil e Sociólogo e Jorge Miguel dos Santos - Sindicato das Empresas de Transporte de Passageiros por Fretamento e para Turismo de São Paulo - TRANSFRETUR e Conselheiro suplente do CMTT Palavra Livre: Élio J.
08_2014_Pleno_ordin_ata.pdf;8ª Reunião Ordinária;2014;Estrutura e Organização da Rede Viária;6;9.2;corredor, faixa exclusiva, via;Bueno Camargo – Conselheiro suplente da sociedade civil – segmento Região Oeste – Convidar a SMT, SPTrans e CET para participarem da audiência pública no dia 02/08, tratando da criação de faixa exclusiva na rodovia Raposo Tavares. [...] Natalício Bezerra – Conselheiro Titular SINDITAXI – Parabeniza o Secretário sobre os corredores e faixa exclusiva, solicita que os taxistas tenham o direito de andar no corredor.
08_2014_Pleno_ordin_ata.pdf;8ª Reunião Ordinária;2014;Mobilidade Urbana: Organização Geral e Prestação de Contas;6;9.2;orcament, plano de mobilidade, tarifa;RELATÓRIO 8ª Reunião do Conselho Municipal de Transporte e Trânsito – CMTT 30/07/2014 - Auditório da Biblioteca Mário de Andrade Pauta: 8h30 - Recepção dos conselheiros e convidados 8h45 - Abertura (com 50% mais um dos conselheiros) 9h00 - Abertura (com qualquer número de conselheiros presentes) 9h05 - Palavra Livre 9h35 - Contribuição para o Plano de Mobilidade Urbana preparada pelo Sindicato das Empresas de Transporte de Passageiros por Fretamento e para Turismo de São Paulo. [...] Felipe Teixeira Gonçalves – Conselheiro Titular – SEMPLA – Explicação sobre a composição e objetivo do Conselho Municipal de Planejamento, Orçamento e Gestão.
08_2014_Pleno_ordin_ata.pdf;8ª Reunião Ordinária;2014;Mobilidade Ativa: Acessibilidade e Pedestres;4;6.2;acessibilidade, calcada, pedestre;"Horácio Augusto Figueira – Consultor Engenharia de Trânsito na Hora H Pesquisa Engenharia & Marketing Ltda – 1º Referendar as faixas exclusivas nas rodovias da R.M.S.P nos dias úteis PM: 6 – 4 chegadas, PT: 16 – 21 saídas e fins de semana; 2º colocar os abrigos de ônibus em ângulo mais ou menos 30° graus em relação à calçadas para facilitar o usuário ver a chegada dos veículos; 3º aumentar o tamanho das letras nos painéis dos abrigos com os nomes e números das linhas. [...] Sobre a acessibilidade assumo o compromisso de articular uma reunião juntamente com grupo temático, outros secretários para discutir essa questão de acessibilidade, o trajeto antes de chegar ao ponto de ônibus."
09_2014_Pleno_ordin_ata.pdf;9ª Reunião Ordinária;2014;Mobilidade Ativa: Bicicletas;39;31.7;bicicleta, bike, ciclista, ciclovia;RELATÓRIO 9ª Reunião do Conselho Municipal de Transporte e Trânsito – CMTT 25/09/2014 Rua da Consolação, 94 – Centro – Auditório da Biblioteca Mário de Andrade Pauta: 8h30 - Recepção dos conselheiros e convidados 8h45 - Abertura (com 50% mais um dos conselheiros) 9h00 - Abertura (com qualquer numero de conselheiros presentes) 9h05 - Palavra Livre 9h35 – Semana da Mobilidade 2014  Balanços das Ações voltadas aos Pedestres e Ciclistas  Lançamento da Publicação Faixa Exclusiva 10h35 - Debate 11h00 - Previsão de Encerramento Composição da Mesa: Presidente do CMTT Sr. [...] Antonio Miotto – Ciclista – Solicita informações sobre a compra de Paraciclos entregou solicitação por escrito.
09_2014_Pleno_ordin_ata.pdf;9ª Reunião Ordinária;2014;Transporte Público Coletivo;18;14.6;onibus, sptrans, transporte coletivo;Sérgio Zolino – Movimento Pedala SP – Estou aqui para ressaltar a importância da sua campanha para o cidadão paulistano de “Respeito nas Ruas” abrange todos modais com uma visão holística para todos motoristas: taxis, motoristas de ônibus, bikers. [...] fisc, 0,002%, 5 x menor, 63 embriagados, 34 embriagados, 2,3% embriagados, 7,3% embriagados, traflic calming, poucas medidas, ciclovias, logo passa Lisboa, mas as velocidades continuam altas / (30% morte a 40 km/h e 85% norte a 60km/h), domingo na Paulista tinha 35 mil pessoas com 76% aprovação, GPS está instalado nos ônibus – porque não usar como o instrumento de fiscalização?
09_2014_Pleno_ordin_ata.pdf;9ª Reunião Ordinária;2014;Estrutura e Organização da Rede Viária;17;13.8;cet, corredor, faixa exclusiva, via;RELATÓRIO 9ª Reunião do Conselho Municipal de Transporte e Trânsito – CMTT 25/09/2014 Rua da Consolação, 94 – Centro – Auditório da Biblioteca Mário de Andrade Pauta: 8h30 - Recepção dos conselheiros e convidados 8h45 - Abertura (com 50% mais um dos conselheiros) 9h00 - Abertura (com qualquer numero de conselheiros presentes) 9h05 - Palavra Livre 9h35 – Semana da Mobilidade 2014  Balanços das Ações voltadas aos Pedestres e Ciclistas  Lançamento da Publicação Faixa Exclusiva 10h35 - Debate 11h00 - Previsão de Encerramento Composição da Mesa: Presidente do CMTT Sr. [...] Roberson Miguel – Ciclocidade – Ligação local dos postos públicos com ciclovias UBS, CÉU – escolas e área para caminhadas revezando 2 a 3 vezes por semana para as UBS levarem idosos e paciente com apoio da CET.
09_2014_Pleno_ordin_ata.pdf;9ª Reunião Ordinária;2014;Mobilidade Ativa: Acessibilidade e Pedestres;16;13.0;acessibilidade, calcada, pedestre, travessia;RELATÓRIO 9ª Reunião do Conselho Municipal de Transporte e Trânsito – CMTT 25/09/2014 Rua da Consolação, 94 – Centro – Auditório da Biblioteca Mário de Andrade Pauta: 8h30 - Recepção dos conselheiros e convidados 8h45 - Abertura (com 50% mais um dos conselheiros) 9h00 - Abertura (com qualquer numero de conselheiros presentes) 9h05 - Palavra Livre 9h35 – Semana da Mobilidade 2014  Balanços das Ações voltadas aos Pedestres e Ciclistas  Lançamento da Publicação Faixa Exclusiva 10h35 - Debate 11h00 - Previsão de Encerramento Composição da Mesa: Presidente do CMTT Sr. [...] E ciclistas passam em velocidade semelhante ao pedestre, com muito mais facilidade que um motorista para ver uma vitrine, entrar numa loja, conhecer um produto ou serviço.
09_2014_Pleno_ordin_ata.pdf;9ª Reunião Ordinária;2014;Segurança Viária;11;8.9;acidente, seguranca, velocidade;E a viabilização de um projeto técnico avaliado com a objetividade de reduzir a velocidade dos veículos para 40 km/hora com a objetividade de construir um sistema de mobilidade humana com instrumento de trabalho e de lazer. [...] (Doação de campanha de segurança para trânsito).
09_2014_Pleno_ordin_ata.pdf;9ª Reunião Ordinária;2014;Composição e Governança do Conselho;8;6.5;conselheiro, conselho, representante;RELATÓRIO 9ª Reunião do Conselho Municipal de Transporte e Trânsito – CMTT 25/09/2014 Rua da Consolação, 94 – Centro – Auditório da Biblioteca Mário de Andrade Pauta: 8h30 - Recepção dos conselheiros e convidados 8h45 - Abertura (com 50% mais um dos conselheiros) 9h00 - Abertura (com qualquer numero de conselheiros presentes) 9h05 - Palavra Livre 9h35 – Semana da Mobilidade 2014  Balanços das Ações voltadas aos Pedestres e Ciclistas  Lançamento da Publicação Faixa Exclusiva 10h35 - Debate 11h00 - Previsão de Encerramento Composição da Mesa: Presidente do CMTT Sr. [...] Josias Lech, Conselheiro da Região Leste Sr.
10_2014_Pleno_ordin_ata.pdf;10ª Reunião Ordinária;2014;Transporte Público Coletivo;13;24.5;bilhete unico, metro, onibus, sptrans, terminal, transporte coletivo;Josias Lech, Conselheira respresentante da Região Centro Sra Bárbara de Oliveira Lopes, Conselheiro representante do Sindicato das Empresas de Transporte de cargas de São Paulo e Região - Sr Manoel Souza Lima Junior PALAVRA LIVRE Nome: Ricardo Auriemma Organização: Adetax Sintetaxi Apresentação sobre a criação do serviço de Taxi Acessível apresentamos núcleo institucional de nossa entidade que apresenta o trabalho e a criação de serviço de taxi acessível da cidade de São Paulo, com depoimento da SPTrans, de SPMED de motoristas e usuários. [...] Nome: Alessandra Jeszensky Organização: Viva Pacaembu Email: ale.jeszensky@gmail.com Resumo da fala: Vim representando o Viva Pacaembu, e gostaríamos gentilmente de pedir a revisão de itinerário de 13 linhas de ônibus que passam na rua Minas Gerais.
10_2014_Pleno_ordin_ata.pdf;10ª Reunião Ordinária;2014;Estrutura e Organização da Rede Viária;7;13.2;asfalto, cet, corredor, engenharia de trafego, faixa exclusiva, semaforo;Ainda sobre o Balanço de Ações, na abordagem do Programa ATENDE, comentou sobre a possível Sugeriu a partir das explanações da participante Alessandra, representante da Associação Viva Pacaembu, uma reunião da mesma com integrantes da CET e SPTrans, a fim de sanar o exposto na “Palavra Livre”. [...] Comentou sobre a importância da redução do número de mortes e de análises que associam as faixas etárias mais jovens aos níveis de acidentalidades associadas ao alcoolismo, enfatizou que a Companhia de Engenharia de Tráfego vem desenvolvendo programas de segurança e implantando diversas medidas como o programa de redução de velocidade em diversas áreas da cidade, com a intenção de reduzir o número de mortes.
10_2014_Pleno_ordin_ata.pdf;10ª Reunião Ordinária;2014;Mobilidade Ativa: Bicicletas;7;13.2;ciclista, ciclovia;Enfatizou que a prefeitura desenvolve diversas ações que promovem a ocupação do espaço público a fim de que a cidade seja pensada como um espaço de convivência, onde as pessoas possam transitar por diversos modais e estar ocupando diversas posições, ora pedestre, ora ciclista, ora usuário de outro modal, que conviva com outras pessoas e que compartilhe de espaços de convivência, citou os parklets como exemplo de uso democrático das vias e ocupação do espaço público. [...] DEBATE Nome: Felipe Fernandes Organização: Ciclocidade Resumo da fala: Balanço das ações de mobilidade por bicicleta  Parabéns pelos quase 200 km entregues  Má qualidade do asfalto, em que pé está a licitação para refazer o pavimento (sic)  Sinalização semafórica deficiente principalmente na contra – mão  Ciclovia da Paulista  Treinamento dos motoristas de ônibus  Não da para aumentar a passagem se 0,20 já deu tudo aquilo, imagina por 0,40 #Ficadica (sic) Nome: Maria Amélia Portugal Organização: Ass.com.
10_2014_Pleno_ordin_ata.pdf;10ª Reunião Ordinária;2014;Composição e Governança do Conselho;6;11.3;conselheiro, conselho, representante;RELATÓRIO 10ª Reunião do Conselho Municipal de Transporte e Trânsito – CMTT 04/12/2014 Rua Rosa e Silva, 60 – Santa Cecília – Conselho Regional de Contabilidade- CRC Programação: 15h30 - Recepção dos conselheiros e convidados 15h45 - Abertura (com 50% mais um dos conselheiros) 16h00 - Abertura (com qualquer número de conselheiros presentes) 16h05 - Palavra Livre (inscrição prévia por e-mail ou presencial até horário da Abertura 16h35 - Balanço das Ações da Mobilidade 2014 - Apresentação e Debate 18h00 – Coquetel de Confraternização Composição da Mesa: Presidente do CMTT Sr. [...] Josias Lech, Conselheira respresentante da Região Centro Sra Bárbara de Oliveira Lopes, Conselheiro representante do Sindicato das Empresas de Transporte de cargas de São Paulo e Região - Sr Manoel Souza Lima Junior PALAVRA LIVRE Nome: Ricardo Auriemma Organização: Adetax Sintetaxi Apresentação sobre a criação do serviço de Taxi Acessível apresentamos núcleo institucional de nossa entidade que apresenta o trabalho e a criação de serviço de taxi acessível da cidade de São Paulo, com depoimento da SPTrans, de SPMED de motoristas e usuários.
10_2014_Pleno_ordin_ata.pdf;10ª Reunião Ordinária;2014;Segurança Viária;6;11.3;acidente, seguranca, velocidade;Comentou sobre a importância da redução do número de mortes e de análises que associam as faixas etárias mais jovens aos níveis de acidentalidades associadas ao alcoolismo, enfatizou que a Companhia de Engenharia de Tráfego vem desenvolvendo programas de segurança e implantando diversas medidas como o programa de redução de velocidade em diversas áreas da cidade, com a intenção de reduzir o número de mortes. [...] CONSIDERAÇÕES DA MESA Sr Manoel de Souza Lima Conselheiro titular do CMTT, representando do SETCESP Explanou sobre as condições das calçadas na região de perdizes, Comunicou que a AMBEV convidou o SETCESP a participar do programa “Acidente Zero”, a fim de trabalharem juntos na redução do número de acidentes gerados por motoristas que dirigem após consumirem bebidas alcoólica.
